text,sentiment
"If you 're not , you 'll still have a good time . ''",positive
"Three kids are sent blueprints telepathically for building a space ship, so that the alien who is ""sending"" the blueprints can meet them. The Explorers has one of the most ingenius and inventive depictions of a First Contact ever filmed, in my humble opinion. The main alien is a masterpiece of make-up, costume and hydraulics, not to mention genuinely entertaining wit and satire..",positive
Aye we're on the 15th spot! Keep on voting Vamily!  #MTVStars The Vamps https://t.co/D2BJtPxAff,positive
You may not speak to justin bieber unless you are spoken to wtf are you the queen? the pope? no didn't think so,negative
"It does n't reach them , but the effort is gratefully received .",positive
"So very Portlandia in its hipsterness and decor. Premium coffee roasted in-house, in the middle of the desert, no less! Who would have thunk it.

Baristas were profesh and friendly. They even warmed up our pastries upon request. Perfectly foamed milk and fruity noted espresso. I hope this place has a long life in Scottsdale, where great coffee is few and far between.",positive
Always give music a second chance bc the 1st time I heard Ed Sheeran I didn't like it but here I am willing to give my leg to see a concert,positive
"Strange thing about being (really) fair-skinned: Under the sun, I sparkle like a fucking Twilight vampire.",neutral
Once upon a time I smashed my face into my keyboard and accidentally wrote the 5th Twilight book.,negative
Who's seeing Ed Sheeran tomorrow night? This guy. @edsheeran you should buy me a beer cuz I can't afford one.,positive
VOTING WONT END UNTIL the 15TH SO IF U DONT SEE THE VOTES THAT DOESNT MEAN IT ENDED #MTVStars Lady Gaga,neutral
"@primetime_tony @YourAnonNews Supporter of Israel who backed Israels assault on Gaza. Now has the nerve to say ""it may have been too much""",negative
"@UKRunChat yesterday was recovery swim after a half marathon. Tonight's yoga. Tomorrow, going to a new run club! :) #runchat",positive
The most surprising thing about this film is that they are actually releasing it into theaters .,negative
"Though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .",positive
@thetimes may he forgot Israel isn't Syria or Afganistan. ..we will see if he beat  or he will be beaten hard,negative
"This is a very handy reference. I like to use it for quick references during projects etc. I also very much recommend the bookLean Six Sigma That Works: A Powerful Action Plan for Dramatically Improving Quality, Increasing Speed, And Reducing Waste.",positive
"After actually being involved with the shooting of The Barber, I was anticipating it's release. I was pleasantly surprised at the finished product. A solid script with believable characters and thrilling plot that will have you continuously wondering- will they catch him? Malcolm Mcdowell is eerily fantastic. With a simple facial expression, added with his chilling narration, he successfully brings to life, Dexter, a psychopath you love to hate.Can't wait for the sequal!",positive
"@TRILLESTCHICO Ay you heard ""Black Friday "" by Kendrick a J Cole",neutral
"This is indeed a great book. It talks a lot about the basic photographic techniques and is a good read for a beginner. However, most of the book is limited to black and white photography. The book is also a bit out dated.Overall a good book for a serious beginner. It will help a person get accostomed to both the scientific and the creative aspects of photography.",positive
Will the PM stand by and watch his colleagues crush the voice of our people?: Rahul Gandhi https://t.co/KdSRX22xGY,negative
@Lucidmanx @johnson If the comment was in reference to the 'Charlie Hebdo' violent attack in january: it is no less repugnant. In my opinion,negative
"I didn't spend much time with the touchpad pre-patches but after, the speed is great. However, webOS is missing many features... camera ability to organize apps ability to organized bookmarks downloads via web browser don't work cannot connect to wpa2 peap wireless media player cannot play many file formats and probably more that I can't remember at the moment...",neutral
"Oil Price Not Done Crashing, Saudi Arabia May Be Broke In 5 Years: Reports https://t.co/LOF8TAne1E  Cc: @essamz  What do you think of this?",neutral
"It 's mildly interesting to ponder the peculiar American style of justice that plays out here , but it 's so muddled and derivative that few will bother thinking it all through .",negative
"I was actually at one of the 'Precious Friend' Seeger/Guthrie concerts and this album captures their performance well. I'd rather it be a DVD, but I haven't seen one offered. That said, any audio of this performance is well worth the price.Pete Seeger is a great, pragmatic, American Hero - he 'gets what's up' and sings about it loud and clear.",positive
As anothre post states this does NOT work with IBM ThinkPad. I have T20 with a docking station. It starts working up until you log-in then freezes. The only workaround is to swap the ports after the freeze--ridiculous! I'm very disappointed in Linksys.,negative
Bryce Harper has reached base twice in the series.   David Wright reached base twice in the 7th inning tonight.,neutral
"Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .",positive
"After watching the commericals I thought the playbility was like the GTA series. Not quite. It is like Risk with drugs. I am disappointed in this game. Lots of cussin and movie clips then a ""Risk like"" game board. Then more cussin' and movies then back to the Risk board. Mega boring, however, I should have know this when I saw the Sierra Games logo. That is the universal gaming logo for ""Wait until it hits the dollar bin""Bottome line: Not recommended for folks that like GTA like playability.",negative
Actor Amy Schumer gets famous and the 1st thing she does? Make Leftwing comments re gun control. I won't act if you stay out of policy.,negative
"Seeing Seinfeld at home as he watches his own appearance on Letterman with a clinical eye reminds you that the key to stand-up is to always make it look easy , even though the reality is anything but .",neutral
Raven-Symone -- Kim &amp; Kanye Sorta Came To My 30th (PHOTOS): Raven-Symone couldn't get the real Kim Kardashian ... https://t.co/ghuPpvbIOp,neutral
"Examines its explosive subject matter as nonjudgmentally as Wiseman 's previous studies of inner-city high schools , hospitals , courts and welfare centers .",neutral
"I bought this carseat a couple years ago to use with my first son. It held up well enough, but was very difficult to adjust and is also a very large carseat... if you have two carseats in the back seat of your vehicle, you will not be able to seat a third person. This wasn't an issue for us, but may be for some.My first son outgrew the seat and I moved my second son into it, and within a few weeks, the chest clip broke. Evenflo does sell a replacement chest clip, but due to the design of the seat, it is not actually replaceable... so I now have a 150 dollar carseat that is in every other way just fine, but is no longer usable because of an irreplaceable 5 dollar part. Thanks, Evenflo.",negative
"Thinking of Paris, thinking of everyone in France tonight. Charlie Hebdo in January and now this. This is unacceptable.",negative
"Saudi Arabia is over producing to drive down the price of oil to eliminate US competition!   Bye, bye oil jobs! https://t.co/5ul2ztNr90",negative
governor candidate Scott Walker says he eliminated waiting list for long-term care for seniors http://t.co/ULU2iVndvz via @PolitiFactWisc,neutral
"Today, we FINALLY beat Dark Souls!!! Long stream tomorrow, #StarWarsBattlefront #Quiplash #WorldOfWarcraft are on the line up for tomorrow:)",positive
"Human Nature , in short , is n't nearly as funny as it thinks it is ; neither is it as smart .",negative
"The publishers description says it all. If you're looking for specifics on fishing BC rivers, (locations, flies, lodging) this isn't for you - it's mostly stories and recollections",negative
"Putin will keep it nice and safe, may even load it up in some of the missiles that it may sell back to Iran. #satire https://t.co/YNnTXNIDiE",neutral
"I used this with my computer hooked up to my TV with the sound going to my surround sound system. Then I grew up and got rid of my computer and hooked a bluetooth receiver to this cable and piped that to my surround sound system.With both incidences the audio was 100% perfect. I was surprised. 25 feet, a cheep cable, and great sound. A+ I'm happy with this cable.",positive
Now that Iran ripped us off by the legendary Watch this Friday.,negative
He just isn`t a sneak like Clinton. If she cared about womens rights she wouldn't be taking money from Saudi Arabia. https://t.co/Bl6k7rD1WB,negative
"Same as everyone else. Dead after a short time, long hold time to foreign customer service. $15 fee for them to ship replacement and for box to ship dead one back.No mention of this problem on their website support center.",negative
One of the most incoherent features in recent memory .,negative
#Update | Liam and Niall teased the crowd in Ottawa about One Direction's 5th album! 9.8.15 https://t.co/BPRB8iSTaD,neutral
"The great artist George Harrison (1943-November 29, 2001). Never played showy but always in service of the song. https://t.co/dRZaXZ6zpE",positive
"If you only want to use it for about six months: ""Solid construction and easy to use. Makes great Beef Stew & Pot Roast in a hurry."" That was my review right after I bought it. A year later and nothing but trouble. Replaced upper side handle and gasket seal because all the pressure was escaping through the safety valve. Did not correct the problem. Will probably have to replace the other side, because the gasket activating control will not stay in place. My understanding is that the plastic handles are not part of the warranty. I see on the bottom it says ""Designed in USA, Made in China"". I sure do miss American Craftsmanship.",negative
"Well, Twilight is out of the wash. In her original colours no longer dampened by dirt. Days of sun-drying ahead.",positive
Body pls get your shit together and get rid of this flu tomorrow is Star Wars day ffs,negative
"I should not complain about this printer, since I got a rebate thatwas equal to the amount I paid for it when I bought an IMAC.Essentially it was FREE.The trouble is I cannot understand WHY a manufacturer wouldmake such a piece of junk, other than to TEST whether or not many consumers will buy a bad product through a REBATE deal.The printer was incredibly slow in printing a page. It made a noiselouder than my small honda generator. (It actually made me laugh every time it printed a page). It DID make quality prints, which surprised me.It had horrendous software, which made troubleshooting printing prob-lems almost impossible. It was VERY difficult to get to the ink cartridgessince they had to mechanically move into the correct position tochange them. Finally after 9 months it died. The drive belt would not stay attached to the print head.Please PLEASE I beg you, don't even get this printer free. It will eatup all your time trying to get it to work.",negative
Cate Blanchett expertly shuts down journalists who ask her if she's gay after starring in Carol  20 November 2015... https://t.co/WradUZJUsN,neutral
When is baby Tommo gonna hatch !!! Isn't it April ?! I want more pictures of Briana and Louis !!,neutral
"The supposed plot ""twist"" is obvious from very early in the book. There are no emphatic charaters and the main character (who mostly tells the story via his journals and letters) is so unlikable that I didn't really care what happened to him. It was a chore to finish reading.",negative
But not without cheesy fun factor .,positive
The book was pretty good except for the fact that it was so short. The essence of the book was barely acknowledged. If this book had been longer I would have given it 5 stars,neutral
A film without surprise geared toward maximum comfort and familiarity .,negative
Kris Bryant helped the Chicago Cubs to a sweet victory against the Arizona Diamondbacks Sunday when he smashed the record for longest hit,positive
"@Jerusalem_Post @CircusMaximus14 Yahweh willing, may all the Jews of the world reunite in Israel and find their stay. Jewry migration today.",positive
Tulowitzki gives the @BlueJays a 2-1 lead over the Red Sox in the top of the 10th with an RBI single to LF!,neutral
@wildehorse68 I looked it up Online George Harrison died on November 29th I didn't know,neutral
I've yet to hear any of them address the possibility that Muslims may take offence at being put in church halls. Get your Plan B ready.,neutral
Kapur weighs down the tale with bogus profundities .,negative
More sophisticated and literate than such pictures usually are ... an amusing little catch .,positive
"@AnthonyLGargano I'm glad McCoy isn't on the Eagles anymore, he's such a hater. 1st he talked crap about Kelly now talking about Murray.",negative
There is going hard and than there is Kendrick in Black Friday.,neutral
"@TheyCallMePansy The tweet is from January, during the Charlie Hebdo crisis.",neutral
It can be safely recommended as a video\/DVD babysitter .,positive
May you all have a great Thor's day! #Asatru #awakenthenorth #vikingclan,positive
Have all Merry Christmas with your love ones !!! Good Health and protection. May God Bless USA and Israel. https://t.co/EOs7LoeC3A,positive
Great dragons !,positive
Even though it was very nice and well though-out I had to return it. We live in a hilly and rocky area and it was not suitable for the terrain.,positive
"@dukesy12 @phil_hayes_ At the coming down of the sun.We will remember them.Do IRA appeasers,Blair,Corbyn, remember?  https://t.co/cUyOqcl286",neutral
"Are we really supposed to believe that what men need is to destroy the world? Is this the only way that all things ""commercial"" can be gotten away from? Now that this book has become a ""blockbuster"", and the author a ""name"", isn't this exactly what us men are supposed to destroy? How can a book be five stars (or even two) when the internal logic of it is strained so? We won't even talk about the ending. This book is just another peice of trash that has been labelled as smart because it has an idea at its center. Never mind that the idea is stupid and poorly wrought.",negative
It's not just for the Kim Kardashian's of the world! We have twins coming tomorrow that will be getting their... https://t.co/VX0JhvL9d5,neutral
David Wright hit a homer tonight but that's irrelevant because I will be fulfilling my David Wright taco bet at #DoLoThroDo15 THIS SATURDAY,neutral
No disrespect to kendrick but march madness was the song of the year if not the greatest song of all time,neutral
I don't rank this book higher because of the size. I don't know why the publishers made it again. I have from Mad about the sixties to Mad about the eighties and the size of the books is just perfect. They reduce the size in Mad about the nineties and made again with this one. Sometimes it's hard to read but anyway not a bad compilation.,neutral
Red Sox crumbling in the 10th and the Yanks lost too go jays goooooo,neutral
So unique and stubborn and charismatic that you want it to be better and more successful than it is .,neutral
"Inter v Lazio, Inter Club's big day out: MILAN - The league leaders are in action on Sunday 20 December. Manci... https://t.co/t25thlH0yK",neutral
Join us this Friday Sept 11th 7:00-8:30pm for Live Music and Yoga with guitarist Sean Michael Clegg &amp; Suzanne... http://t.co/hhGZr1PWKL,neutral
"This game has a good plot and gameplay, as you get to run around killing people... (it's fun to me!) and the sounds are remarkable... but those few things are not enough to save the game from the crappy graphics it has. The suits are so pixelated that their body and face looks like they have a bunch of square pimples. THE GRAPHICS ARE VERY BAD... if that factor doesn't bother you then it is a very fun game... graphics influence me a lot!",negative
Otto-Sallies has a real filmmaker 's eye .,positive
TY @ARnews1936 for this good news! May Iran release our American prisoners very soon as well. #MerryChristmas to you https://t.co/OoGoShTPfC,positive
"I thought the initial product was a little expensive but it did have a cute little re-useable wood box and after modifying the instructions to get the moisture to the little peat pellet from the bottom of thecontainer the seeds germinated in the stated time frame and grew well - the cats loved it. However,time elapsed and I bought the refill kit to start a new batch. You better have a good memory on how to start the seeds because the refill doesn't come with instructions and the website (when you find it) doesn't list them either. Also the peel-off cover is so secure over the packet tray it is almost impossible to get to the seeds without having them all over the counter.For the price and difficulty of use - won't do this again and will buy bulk seed and peat pellets at the garden shop next time.",negative
@AlwysBeMkngFrnz we may go see Amy Schumer at the Troc earlier that night,neutral
"@SNBarryDavis Also, the Red Sox do not have a challenge. They lost it in the 9th. This shouldn't be reviewed.",negative
I want chris evans arms to kill me https://t.co/OYqSXukOb9,neutral
I LOVE how aggressive both Serena &amp; Venus are being off the 2nd serve return. Murray would lose this match! @cbfowler @bgtennisnation,positive
"You may not be allowed to speak to Justin Bieber, unless you're spoken to what is this joke  https://t.co/VzwEHd1F18",neutral
"Super Eagles coach, Sunday Oliseh, has expressed satisfaction with the level of play by his players in his first... http://t.co/849naMQofE",positive
Just about everyone involved here seems to be coasting .,negative
If I didnt have you I'd never see the sun. #MTVStars Lady Gaga,positive
"Great Mouse, just not ambidextrous. Took me 15 minutes, but now it's very comfortable : ) Very responsive, and cool looking too!",neutral
"A show to tell you what a real cowboys life might have been like. Even my husband cried, more than once.",positive
"It seems I was miscounting :)They arent releasing the full seasons in each volume.This one has almost all of Season 8 and some shows from season 9.Season 9 was poorly done and rarely was it funny, but season 8 still had the right flavor to it. Hence the 4 out of five stars.",positive
"Testimony from Harvey Skinner, working with REFUGEES IN MILAN, ITALY: On Saturday 12/12 we went to a camp in the... https://t.co/9meHJwbrZG",neutral
"Purchased this item after numerous failures with remote meat thermometers. This model worked well for 3 months, then I pulled it out of the drawer one day and it was dead. New battery didn't help, and now I've gone back to analog.",negative
"The film is all over the place , really .",negative
Yes it is. Bori practitioners have survived by not attempting to abandon Islam. So they blend in easily. https://t.co/rRrrbr3Kj9,negative
"Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .",positive
A good documentary can make interesting a subject you thought would leave you cold .,positive
"@TBeatlesLyrics George Harrison composed ""Here Comes the Sun"" at Eric Clapton's house in Surrey.",neutral
"May 04th today may not be, but Star Wars Day it is! :D",positive
RIP Chris Hemsworth's killer bod may he get that back in time for Thor: Ragnarok,negative
So MFs just gon act like J. Cole and Kendrick Lamar didn't hint at dropping that collab joint in February???,neutral
"LOVE THIS PLACE!!! The food was amazing,who cares if it's  chain restaurant.
      We had tried to go the night before but they were packd so we made a reservation for the next night.It was really busy when we go there but we were seated immediately.Our server was really nice and very helpful when we told him we had never been there before.
           We ordered the fried alligator app,and loved every bite of it.I had the filet mignon and rock lobster tail.The steak was cooked perfectly and was a good size for the price.I'm not usually a huge fan of lobster but wanted to give it a try,Pappadeux has changed my opinion about lobster,the meat  came right out of the tail.It was buttery andjust plain yummy! It was the first chance hubby and I really had a chance to go out to eat without the kids,so we really wanted to make the most of our time.And we wre definetly able to do that here.Refills kept coming even after we had paid the bill.I also loved the live music from the jazz quartet making its way around the room.The only thing thats keeping me from giving it 5 stars is that the tables were too close to each other,and it was so loud I could hear the discussion at the table next to me but I had a hard time hearing my huband across the table.I will definetly be going back to Pappadeux over and over again.",positive
"@PoliticalShort The others are good. Worry about Iran. On the other hand, Muslims like to bomb their own. May be we in luck...",neutral
"Are books better than television. Yes. Even better than HBO/SHOWTIME but books like this skirt the edge of that maxim. This 4 part series has all the parts of a novel. Character development, plot movement and a mystery of sorts are all there. It is a weak series that I did enjoy reading, in no small part because I met our hero in the Fearless series.I suspect that it is the ability to imagine that makes it better than the Telly.",neutral
"In my opinion, the Plaster sniper series books are much more comprehensive and informative. As one reviewer here as noted, typo errors are rampant through the book, never a good sign. Lau has some information that Plaster does not and vice versa. Apparently, they are friends as Plaster appears in many photos in this book. Much of the information is old, and many of the sketches are hand drawn in a poor style. That being said, this book is half the price of the Plaster book and is available from Amazon directly. Having compared both at the same time, I would pay the extra money for Plaster's latest sniper book even at twice the price. Either one will serve the purpose, but if you want to see the latest and best techniques and equipment from the current wars ( with old war stories that may get tiring), get Plaster's book.",neutral
"High Lonesome Sound, a very accurate description of the extraordinaire musician Roscoe Holcomb, a man gifted with many musical talents, able to master banjo, guitar, slide, violin, harmonica, with a high pitched, untrained, steadily controlled voice that could make the dead roll over. Roscoe possessed an overall sound like no other, here within lies something eerie and unique to be heard, listen and learn to ""Swanno Mountain"", ""The Hills Of Mexico"", ""Mississippi Heavy Water Blues"", ""Coney Isle"", ""Knife Guitar"" - some of the best slide you'll ever hear - twenty six appalachian blues/folk songs guaranteed to take you ""way out"" in the Smokies. Definitely a different listening experience from Smithsonian Folkways, more dynamic and uneasy than Dock Boggs. Roscoe Holcomb - ""I come from the country, where nobody bothers us except ourselves"". Welcome to the ""Holcomb zone"".",positive
No complaints. Have had for about 1.5 months. was able to hook up printer to router to print wirelessly.,positive
"Why do these large corporations think we will continue to buy poorly made products that aren't even close to the originals for twice the price. This Lite-Brite Cube has smaller screens (6"" x 6""), so would be better off for 2-6 yr olds, but then we have the peg issue. These new pegs are made smaller and don't fit as well as he old ones do, so that means they have a tendency to fall out. It is really frustrating trying to make one of these images without having to put half of the pegs back in while doing it. My kids played with it all of 15 minutes before they got discouraged and bored withe nuisance. Furthermore, the light comes a conventional light instead of using a Fluorescent or LED to help promote energy conservation and a longer lasting bulb. All in all, for 30-40 bucks I think I would rather spend my money elsewhere on something my children will actually play with.",negative
"May take its sweet time to get wherever it 's going , but if you have the patience for it , you wo n't feel like it 's wasted yours .",positive
"Hope Cong leaders Sonia, Rahul Gandhi march with flower bouquets to 7RCR PM Modi 4 Pak diplomatic coup. @INCIndia @OfficeOfRG @narendramodi",neutral
Cate Blanchett May Star in Marvel's 'Thor: Ragnarok':  The award-winning actress is reportedly in the middle o... https://t.co/v24Ax0Ajhc,positive
"When PM Narendra Modi met Rahul Gandhi and shook hands with him  New Delhi: Friday, December 11,   Setting aside... https://t.co/dS7btQxXBm",neutral
Chris Evans is Neo-Edmonds.  Oh Chris please dazzle us with party tricks your production team googled on your reheated Friday shitfest,positive
"Thinking about quoting John Cena in my job interview on Friday. That can only go down well, right?",neutral
"My Guardian op-ed on Paris, Charlie Hebdo and the logic of terrorism. https://t.co/kqbu0dwHK0",neutral
"It sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",negative
A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .,positive
"My 3 year old just loves Caillou! She will sit absorbed for hours at my kitchen table watching on my Kindel Fire HD while I work. She is also getting some great lessons in behavior and values, that a lot of her children's DVD's aren't giving her. It's nice to not have to look over her shoulder to be assured of the safe content of what she is watching,.",positive
It has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,positive
Iran and the Region in 2015 | The Iran Primer https://t.co/qq0hdNygPz,neutral
"Invisible is a great song, the best song on the cd. The rest is just blah and sounds the same. Clay has a very nice voice, but this cd is just plain boring. Broadway Clay could never have become a recording artist without the AI hype. He's certainly no Josh Groban, that's for sure.",negative
"The film reminds me of a vastly improved Germanic version of My Big Fat Greek Wedding -- with better characters , some genuine quirkiness and at least a measure of style .",positive
The locations go from stark desert to gorgeous beaches .,positive
I am so confused why this movie got so many high marks by so many reviewers here. The movie seems artificial and insincere.,negative
Can it just be the 27th when finals are done and Thor and I are getting wasted with my family in the hottub,neutral
Scott Walker is GOD AWFUL. Mean and dumb. Get him away from his Koch bought protections and it all falls apart. https://t.co/T05DDEjUY8,negative
"The price is low, so that I was not expecting much, but I wasn't expecting nothing. One control knob never operated at all. I don't write reviews, but I am writing this one because the quality was low enough to constitute a tease.I had set up my grandson describing the challenge ""The Labyrinth"" represented, it might take him months to run the board, NOTHING.",negative
Kiarostami has crafted a deceptively casual ode to children and managed to convey a tiny sense of hope .,positive
"A movie that will thrill you , touch you and make you laugh as well .",positive
This bookcase works well and looks good. My only problem is that one shelf does not fit down into the grove meant to fit it. The bookcase is still useable and looks fine.,neutral
Is the Chris Evans show really bad this morning or is it Monday morning blues?,negative
@ifwugrier - 8th floor and desks in the Charlie Hebdo newsroom after gunman threatens to kill hostages if police storm terrorist brothers.,negative
A must for any penguin collector with grandchildren.....A little hard for the young ones to play by the rules in game....But let them make up their own! I had it in one of my penguin displays at the holidays!,neutral
"The other reviewers must have read a different book than I read. The one I read is boring and trite. Written as a story of a fictitious plastics company in the UK who is trying to figure out how to sell more, the book fails miserably. Why on earthy would the author choose a commodity vendor to write about, why not a company that sells something a bit more interesting. Ok, you sell tones of raw plastic material that your customers melt down and use to make their products. And, the big breakthrough? Nothing more than investing in the capability to provide prototypes for your customers. Gee, very innovative.And, if you're in the good old USA you'll probably be put off by the UK oriented writing. I got a bit tired of ""whilst"" and the inept attempts at humor.Sorry, I just didn't get it. I've followed McFarlane's company and get their newsletter and find it excellent. That's probably why I expected more from the book.",negative
"The only reason why we only gave this movie 4 stars is because they haven't come out with a sequel yet! A twisting and turning plot with superb actors playing hysterically written roles. Easy to follow, yet makes you think. Great for all ages and personalities. If you go for thought-provoking comedies that give you more than laughs, this movie is perfect for you! I've read every book about the Stupids and the movie captures the aura of the family perfectly. Thank the ""Lloyd"" for the Stupids!!!",positive
ISIS is mercenary contractor originally based in Arizona.Has nothing to do with Israel except they may hire some https://t.co/3rv18VVRKQ,neutral
@Dmoran96 Sam plays for a team on a sun - Niall plays too. If he fancies it let me know m8.,neutral
"Kendrick's ""u"" and The Social Experiment's ""Sunday Candy"" are two songs that make my allergies act up when I hear them.",negative
This is basically a marketing ad for Mr. Hicks own publications. Very Impractical. His guide is summed up at the end of the book in about 3 pages. DON'T waste your money or time...,negative
"Ice Cube , T Pain , Ashanti , Baby Bash , 2nd to None Live at Queen mary sept 12th. I got tickets if you need any $45 about 40 left",neutral
yea im done with briana she getting blocked for the 3rd time now,negative
"Alan Partridge co-hosting TFI Friday with Chris Evans is so very oh mate. Rule of thumb: If Armando isn't involved, it stinks.",neutral
black and white. Now I thought it must be April 1st because then she blurts out Kim Kardashian says I'm Gonna Eat My Placenta Again! well,neutral
"I have seen this video, well I have to tell you it is the worst I have seen. There is little or no reserch. it's mainly taken from the newspapers of the day. I don,t remember seeing anything in the video that was true. It is real bad. He's a fact you most likely will not believe. Bonnie Parker never killed anyone. never even shot a gun at anyone. Never stepped foot in a bank. She never was in on the actual robbery. She was always in the car waiting. not as a driver just waiting. don't believe it do you.",negative
"A sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern China .",positive
A dramatic comedy as pleasantly dishonest and pat as any Hollywood fluff .,negative
Features are extremely limited. was expecting more.,neutral
"https://t.co/ML9zUoo4h4. 43years later and there still trying to pin blame on someone. Bloody ridiculous, blame lies with IRA at the time.",negative
"As an Atlanta native, I found the first 150 pages so boring and offensive I returned the book to the library. The attempt to replicate the southern dialect was boring and tedious to read. Atlanta is a very cross cultural town and very few individuals carry on as Wolfe implies.With books like this written about the South, no wonder everyone else in the world thinks of us as uneducated wilting magnolias with nothing on our minds but what we are going to wear to the next ball! This ain't Tara, Scarlett. Wolfe needs to return to his roots and ingest what the South is in 1999.",negative
Sorry by Justin Bieber has come on and I'm having flashbacks of screaming and stomping along to it with @Jakeisalive09 last Wednesday,neutral
Sun 12/13:  Thor the Elf was checking out Tanner's toy box for gift ideas. #ThortheElf2015 https://t.co/MNOOKEaMBw,neutral
My life: I'm going out to lunch with Captain America* on Saturday. (Not Chris Evans. :p Cosplayers make life so much more fun.),positive
... passable enough for a shoot-out in the o.k. court house of life type of flick .,neutral
"wo n't be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the world 's best actors , Daniel Auteuil , have a whale of a good time .",positive
"It never is , not fully .",neutral
"Steph's huge night, Kobe's incredible 4th qtr vs the Wizards. Plus, Dana White joins the desk. LISTEN: https://t.co/U8R5njDRjK",positive
"Not a fan of Chris Evans, but TFI Friday with Alan Partridge is very funny! Brian Adams was good to! Run Run Rudolph Chuck Berry , brill !!",positive
Blackstar off David Bowie's upcoming album Blackstar out 8 January 2016. ....What do you think? Buy:p,neutral
"I could never figure out the buzz about the Replacements. Everything I read about them hails them as the rock and roll messiahs of sort. I expected Johnny Thunders-ish raunch. What I hear are for the most part very lame ballads, with a few mediocre mid-paced rockers thrown in; nothing real powerful at all. I find myself constantly skipping to the next track, wondering when it will begin to rock. It never does. Granted, the first album and 'Stink"" are more of what I expected, but the stuff after that was all radio-friendly fodder.",negative
"The only issue I have with this item is the connection to the camera is a bit akward, the end piece points to the back and can get in the way of handeling the camera. But works good, I took multi exposures at a time during fireworks and it did great",positive
who are you tomorrow #VideoMTV2015 Fifth Harmony #MTVStars Lady Gaga,neutral
He watches them as they float within the seas of their personalities .,positive
Somewhat bulky compared to pass models but does what I want and runs over 20 minutes. I cut dead flowers twigs and do clean up hedge work with them. Saves time and effort. I do not understand negative comments about run time. Runs long enough for my yard work. Use it almost daily.,positive
Did not receive it as yet still waiting for it. Dissappointed that they never said it was unavailable at this time. Looking to replace it if they would send something else comparable in its place.,negative
"It looks like the entire series was re-colored in pastel crayons. There are parts of the DVDs where the colors have been completely blown out and you loose all detail. This could have been much, much better.The worst part though is on the ""Special Features"" disk, they show you side by side clips of the original broadcast and the DVD, you can see all the detail in the original broadcast, but the DVD has completely lost all the transparencies and turned them into pink blobs.There are several areas where this decrease in quality is not so noticable, but when you do notice it, it is horrible.",neutral
For I've always hated slavery since the day that I was born....and we're off to join the IRA and we're off tomorrow morn....,negative
"We went here on a Saturday afternoon and this place was incredibly empty.  They had brunch specials going on, including $2 bloody mary's and mimosas, but we were more in the mood for lunch.  Except for the bloody mary, I had to try one.  It came out in a high-ball-sized glass.  Boo!  But it was really tasty. Yay!  The hubby remembered a sign outside the restaurant a few weeks back that said they had Arrogant Bastard, and he got a 22 oz bottle for $4.75.  Hey, that's not fair!!

Next up: the wings.  We were a bit hesitant to order them when the waitress informed us that they are ""seasoned"" but not sauced, so they can't be ordered hot.  We did ask for them crispy though, and the waitress even asked the cooks to throw them back in for a few minutes when they came out not visibly crispy.  These non-traditional wings were actually pretty damn good.  The seasoning was a little spicy and salty with just a hint of sweet.  If I were in the mood for the tang and kick of Frank's Hot Sauce, these wouldn't cut it, but otherwise they were good enough to go back again for.

My entree was the Tilapia salad, and I was a bit disappointed.  The fish was a bit dry and uninspired. And the greens underneath were overdressed and wilted.  I ate the greens around the fish and picked out the almonds and Mandarin oranges, but I had to leave the mush hiding underneath the fish.

It wasn't bad enough to say I wouldn't go back, but I won't be anxiously awaiting my next trip.",neutral
me Sam and Curtis sat outside the fire station for over an hour at 4am for no reason whatsoever,neutral
"#BritishBuddhu if Rahul Gandhi is really a British Citizen, I'm very concerned about the comedians out there. They may be without jobs",negative
"well built, easy to read display. bleeder feature is handy.the bad..leaks easily if not ""centered"" re: little floating metal attachment in the head, i assume to lock on the valve stem.also display fluctuates by .1-.5 until settles on a reading.thought would be a quality gage but due to time consuming issues above would not recommend.",negative
@kev_tee23 @GeezMariee fuck just take her to the Compton swamp meet and may get lucky and run into Kendrick,neutral
Anderson beats Murray in the 4th round #USOpen2015 excellent game. #WellPlayed. http://t.co/Z2dFO2XQCs,positive
"I bought this product for my son who enjoys solving the Rubik's cube. This toy lasted about an hour. It literally fell apart. I reassembled it and it subsequently fell apart again. I carefully examined the toy to see if it was broken but all the parts were perfectly fine. Bad design I guess. Anyway, not a very durable toy and not recommended.",negative
